1,STATE,STATE ABBREVIATION,DISTRICT,FEC ID#,INCUMBENT INDICATOR (I),CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME (Last; First),TOTAL VOTES,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL ,GENERAL %,"COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)"
2646,Mississippi,MS,1,H0MS01100,,Rick 'Rico',Hoskins,Hoskins; Rick 'Rico',,IND,,,,,478,0.22%,,
2647,Mississippi,MS,1,H2MS01072,,Harold M.,Taylor,Taylor; Harold M.,,LIB,Unopposed,,,,447,0.20%,,
2648,Mississippi,MS,1,H4MS01102 ,,Barbara Dale ,Washer,Washer; Barbara Dale ,,REF,Unopposed,,,,389,0.18%,,
2649,Mississippi,MS,1,n/a,,,,,District Votes:,,39054,,,,219093,,,
2650,Mississippi,MS,,n/a,,,,,,,,,,,,,,
2651,Mississippi,MS,2,H4MS02068,(I),Bennie G,Thompson,Thompson; Bennie G,,DEM,Unopposed,,,,105327,61.47%,,
2652,Mississippi,MS,2,H8MS02051,,Richard ,Cook ,Cook ; Richard ,,REP,2232,34.77%,2230,41.64%,,,,
2653,Mississippi,MS,2,H0MS02066,,Bill ,Marcy,Marcy; Bill ,,REP,2231,34.75%,3126,58.36%,64499,37.64%,,
2654,Mississippi,MS,2,H0MS02058,,George ,Bailey,Bailey; George ,,REP,1957,30.48%,,,,,,
2655,Mississippi,MS,2,n/a,,,,,Party Votes:,REP,6420,,5356,,,,,
2656,Mississippi,MS,2,H0MS02074,,Ashley,Norwood,Norwood; Ashley,,REF,,,,,1530,0.89%,,
2657,Mississippi,MS,2,n/a,,,,,District Votes:,,6420,,5356,,171356,,,
2658,Mississippi,MS,,n/a,,,,,,,,,,,,,,
2659,Mississippi,MS,3,H8MS03067,(I),Gregg,Harper,Harper; Gregg,,REP,Unopposed,,,,132393,67.99%,,
2660,Mississippi,MS,3,H8MS03091 ,,Joel L.,Gill,Gill; Joel L.,,DEM,3805,52.33%,,,60737,31.19%,,
2661,Mississippi,MS,3,H0MS03031,,James D.,Jackson,Jackson; James D.,,DEM,2138,29.40%,,,,,,
2662,Mississippi,MS,3,H0MS03049,,Shawn,O'Hara,O'Hara; Shawn,,DEM,1328,18.26%,,,,,,
2663,Mississippi,MS,3,n/a,,,,,Party Votes:,DEM,7271,,,,,,,
2664,Mississippi,MS,3,H0MS03064,,Tracella Lou O'Hara,Hill,Hill; Tracella Lou O'Hara,,REF,Unopposed,,,,1586,0.81%,,
2665,Mississippi,MS,3,n/a,,,,,District Votes:,,7271,,,,194716,,,
2666,Mississippi,MS,,n/a,,,,,,,,,,,,,,
2667,Mississippi,MS,4,H0MS04120,,Steven,Palazzo,Palazzo; Steven,,REP,15556,57.15%,,,105613,51.93%,,
2668,Mississippi,MS,4,H0MS04122,,Joe ,Tegerdine,Tegerdine; Joe ,,REP,11663,42.85%,,,,,,
2669,Mississippi,MS,4,n/a,,,,,Party Votes:,REP,27219,,,,,,,
2670,Mississippi,MS,4,H8MS05047,(I),Gene,Taylor,Taylor; Gene,,DEM,Unopposed,,,,95243,46.83%,,
2671,Mississippi,MS,4,H0MS04138,,Kenneth 'Tim',Hampton,Hampton; Kenneth 'Tim',,LIB,Unopposed,,,,1741,0.86%,,
2672,Mississippi,MS,4,H0MS04146,,Anna Jewel ,Revies,Revies; Anna Jewel ,,REF,Unopposed,,,,787,0.39%,,
2673,Mississippi,MS,4,n/a,,,,,District Votes:,,27219,,,,203384,,,
2674,Mississippi,MS,H,n/a,,,,,Total State Votes:,,79964,,5356,,788549,,,
2675,,,,n/a,,,,,,,,,,,,,,
2676,Missouri,MO,1,H0MO01066,(I),Lacy,Clay,Clay; Lacy,,DEM,37041,81.25%,,,135907,73.55%,,
2677,Missouri,MO,1,H0MO01124,,Candice (Britt),Britton,Britton; Candice (Britt),,DEM,8546,18.75%,,,,,,
2678,Missouri,MO,1,n/a,,,,,Party Votes:,DEM,45587,,,,,,,
2679,Missouri,MO,1,H0MO01132,,Robyn,Hamlin,Hamlin; Robyn,,REP,10305,63.21%,,,43649,23.62%,,
2680,Missouri,MO,1,H0MO01140,,Martin D.,Baker,Baker; Martin D.,,REP,4532,27.80%,,,,,,
2681,Missouri,MO,1,H0MO01165,,Marshall,Works,Works; Marshall,,REP,1467,9.00%,,,,,,
2682,Missouri,MO,1,n/a,,,,,Party Votes:,REP,16304,,,,,,,
2683,Missouri,MO,1,H0MO01173,,Julie,Stone,Stone; Julie,,LIB,150,51.55%,,,5223,2.83%,,
2684,Missouri,MO,1,H6MO01246,,Robb E.,Cunningham,Cunningham; Robb E.,,LIB,141,48.45%,,,,,,
2685,Missouri,MO,1,n/a,,,,,Party Votes:,LIB,291,,,,,,,
2686,Missouri,MO,1,n/a,,,,,District Votes:,,62182,,,,184779,,,
2687,Missouri,MO,,n/a,,,,,,,,,,,,,,
2688,Missouri,MO,2,H0MO02148,(I),Todd,Akin,Akin; Todd,,REP,72269,84.57%,,,180481,67.94%,,
2689,Missouri,MO,2,H8MO02158,,William C. (Bill),Haas,Haas; William C. (Bill),,REP,9494,11.11%,,,,,,
2690,Missouri,MO,2,H0MO02221,,Jeffrey,Lowe,Lowe; Jeffrey,,REP,3692,4.32%,,,,,,
2691,Missouri,MO,2,n/a,,,,,Party Votes:,REP,85455,,,,,,,
2692,Missouri,MO,2,H0MO02213,,Arthur,Lieber,Lieber; Arthur,,DEM,24227,100.00%,,,77467,29.16%,,
2693,Missouri,MO,2,n/a,,,,,Party Votes:,DEM,24227,,,,,,,
2694,Missouri,MO,2,H0MO02239,,Steve,Mosbacher,Mosbacher; Steve,,LIB,562,100.00%,,,7677,2.89%,,
2695,Missouri,MO,2,n/a,,,,,Party Votes:,LIB,562,,,,,,,
2696,Missouri,MO,2,H0MO02247,,Patrick M.,Cannon,Cannon; Patrick M.,,W,,,,,7,0.00%,,
2697,Missouri,MO,2,n/a,,,,,District Votes:,,110244,,,,265632,,,
2698,Missouri,MO,,n/a,,,,,,,,,,,,,,
2699,Missouri,MO,3,H0MO00019,(I),Russ,Carnahan,Carnahan; Russ,,DEM,36976,80.14%,,,99398,48.94%,,
2700,Missouri,MO,3,H0MO03120,,David,Arnold,Arnold; David,,DEM,6467,14.02%,,,,,,
2701,Missouri,MO,3,H0MO03138,,Edward,Crim,Crim; Edward,,DEM,2697,5.85%,,,,,,
2702,Missouri,MO,3,n/a,,,,,Party Votes:,DEM,46140,,,,,,,
2703,Missouri,MO,3,H0MO03112,,Ed ,Martin,Martin; Ed ,,REP,22266,63.39%,,,94757,46.66%,,
2704,Missouri,MO,3,H0MO03153,,Rusty,Wallace,Wallace; Rusty,,REP,7478,21.29%,,,,,,
2705,Missouri,MO,3,H8MO03156,,John Wayne,Tucker,Tucker; John Wayne,,REP,5379,15.31%,,,,,,
2706,Missouri,MO,3,n/a,,,,,Party Votes:,REP,35123,,,,,,,
2707,Missouri,MO,3,H0MO03179,,Steven R.,Hedrick,Hedrick; Steven R.,,LIB,418,100.00%,,,5772,2.84%,,
2708,Missouri,MO,3,n/a,,,,,Party Votes:,LIB,418,,,,,,,
2709,Missouri,MO,3,H0MO03161,,Nicholas J. (Nick),Ivanovich,Ivanovich; Nicholas J. (Nick),,CON,277,100.00%,,,3155,1.55%,,
2710,Missouri,MO,3,n/a,,,,,Party Votes:,CON,277,,,,,,,
2711,Missouri,MO,3,H0MO03187,,Brian,Wallner,Wallner; Brian,,W,,,,,3,0.00%,,
2712,Missouri,MO,3,n/a,,,,,District Votes:,,81958,,,,203085,,,
2713,Missouri,MO,,n/a,,,,,,,,,,,,,,
2714,Missouri,MO,4,H0MO04086,,Vicky,Hartzler,Hartzler; Vicky,,REP,35860,40.46%,,,113489,50.43%,,
2715,Missouri,MO,4,H0MO04094,,Bill,Stouffer,Stouffer; Bill,,REP,26573,29.98%,,,,,,
2716,Missouri,MO,4,H4MO04088,,Jeff ,Parnell,Parnell; Jeff ,,REP,7969,8.99%,,,,,,
2717,Missouri,MO,4,H0MO04110,,James  ,Scholz,Scholz; James  ,,REP,4259,4.81%,,,,,,
2718,Missouri,MO,4,H0MO04144,,Roy,Viessman,Viessman; Roy,,REP,3702,4.18%,,,,,,
2719,Missouri,MO,4,H0MO04128,,Brian,Riley,Riley; Brian,,REP,3197,3.61%,,,,,,
2720,Missouri,MO,4,H0MO04169,,Brian,Clark,Clark; Brian,,REP,2658,3.00%,,,,,,
2721,Missouri,MO,4,H0MO04136,,Arthur John,Madden,Madden; Arthur John,,REP,2484,2.80%,,,,,,
2722,Missouri,MO,4,H0MO04177,,Eric James,McElroy,McElroy; Eric James,,REP,1928,2.18%,,,,,,
2723,Missouri,MO,4,n/a,,,,,Party Votes:,REP,88630,,,,,,,
2724,Missouri,MO,4,H6MO04141,(I),Ike,Skelton,Skelton; Ike,,DEM,25919,80.53%,,,101532,45.11%,,
2725,Missouri,MO,4,H0MO04151,,Leonard,Steinman,Steinman; Leonard,,DEM,6268,19.47%,,,,,,
2726,Missouri,MO,4,n/a,,,,,Party Votes:,DEM,32187,,,,,,,
2727,Missouri,MO,4,H0MO04193,,Jason Michael,Braun,Braun; Jason Michael,,LIB,165,50.61%,,,6123,2.72%,,
2728,Missouri,MO,4,H0MO04201,,Thomas II,Holbrook,Holbrook; Thomas; II,,LIB,161,49.39%,,,,,,
2729,Missouri,MO,4,n/a,,,,,Party Votes:,LIB,326,,,,,,,
2730,Missouri,MO,4,H0MO04102,,Greg,Cowan,Cowan; Greg,,CON,296,100.00%,,,3912,1.74%,,
2731,Missouri,MO,4,n/a,,,,,Party Votes:,CON,296,,,,,,,
2732,Missouri,MO,4,n/a,,,,,District Votes:,,121439,,,,225056,,,
2733,Missouri,MO,,n/a,,,,,,,,,,,,,,
2734,Missouri,MO,5,H4MO05234,(I),Emanuel II,Cleaver,Cleaver; Emanuel; II,,DEM,34117,100.00%,,,102076,53.32%,,
2735,Missouri,MO,5,n/a,,,,,Party Votes:,DEM,34117,,,,,,,
2736,Missouri,MO,5,H6MO05189,,Jacob,Turk,Turk; Jacob,,REP,23078,67.00%,,,84578,44.18%,,
2737,Missouri,MO,5,H0MO05133,,Jerry ,Fowler,Fowler; Jerry ,,REP,3963,11.51%,,,,,,
2738,Missouri,MO,5,H0MO05141,,Patrick,Haake,Haake; Patrick,,REP,3469,10.07%,,,,,,
2739,Missouri,MO,5,H0MO05166,,Ralph,Sheffield,Sheffield; Ralph,,REP,2748,7.98%,,,,,,
2740,Missouri,MO,5,H0MO05158,,Ron ,Shawd,Shawd; Ron ,,REP,1185,3.44%,,,,,,
2741,Missouri,MO,5,n/a,,,,,Party Votes:,REP,34443,,,,,,,
2742,Missouri,MO,5,H6MO05197,,Randall D. (Randy),Langkraehr,Langkraehr; Randall D. (Randy),,LIB,310,100.00%,,,3077,1.61%,,
2743,Missouri,MO,5,n/a,,,,,Party Votes:,LIB,310,,,,,,,
2744,Missouri,MO,5,H0MO05174,,Dave,Lay,Lay; Dave,,CON,192,100.00%,,,1692,0.88%,,
2745,Missouri,MO,5,n/a,,,,,Party Votes:,CON,192,,,,,,,
2746,Missouri,MO,5,n/a,,,,,District Votes:,,69062,,,,191423,,,
2747,Missouri,MO,,n/a,,,,,,,,,,,,,,
2748,Missouri,MO,6,H0MO06073,(I),Sam,Graves,Graves; Sam,,REP,54566,82.46%,,,154103,69.44%,,
2749,Missouri,MO,6,H0MO06164,,Christopher,Ryan,Ryan; Christopher,,REP,11608,17.54%,,,,,,
2750,Missouri,MO,6,n/a,,,,,Party Votes:,REP,66174,,,,,,,
2751,Missouri,MO,6,H0MO06149,,Clint,Hylton,Hylton; Clint,,DEM,30233,100.00%,,,67762,30.54%,,
2752,Missouri,MO,6,n/a,,,,,Party Votes:,DEM,30233,,,,,,,
2753,Missouri,MO,6,H0MO06172,,Kyle,Yarber,Yarber; Kyle,,W,,,,,47,0.02%,,
2754,Missouri,MO,6,n/a,,,,,District Votes:,,96407,,,,221912,,,
2755,Missouri,MO,,n/a,,,,,,,,,,,,,,
2756,Missouri,MO,7,H0MO07113,,Billy,Long,Long; Billy,,REP,38218,36.56%,,,141010,63.39%,,
2757,Missouri,MO,7,H0MO07105,,Jack,Goodman,Goodman; Jack,,REP,30401,29.08%,,,,,,
2758,Missouri,MO,7,H8MO07066,,Gary,Nodler,Nodler; Gary,,REP,14561,13.93%,,,,,,
2759,Missouri,MO,7,H0MO07139,,Darrell L.,Moore,Moore; Darrell L.,,REP,9312,8.91%,,,,,,
2760,Missouri,MO,7,H0MO07121,,Jeff,Wisdom,Wisdom; Jeff,,REP,4552,4.35%,,,,,,
2761,Missouri,MO,7,H0MO07147,,Mike ,Moon,Moon; Mike ,,REP,4473,4.28%,,,,,,
2762,Missouri,MO,7,H0MO07196,,Steve,Hunter,Hunter; Steve,,REP,2173,2.08%,,,,,,
2763,Missouri,MO,7,H0MO07170,,Michael,Wardell,Wardell; Michael,,REP,844,0.81%,,,,,,
2764,Missouri,MO,7,n/a,,,,,Party Votes:,REP,104534,,,,,,,
2765,Missouri,MO,7,H0MO07188,,Scott,Eckersley,Eckersley; Scott,,DEM,9210,62.66%,,,67545,30.37%,,
2766,Missouri,MO,7,H0MO07154,,Tim,Davis,Davis; Tim,,DEM,5489,37.34%,,,,,,
2767,Missouri,MO,7,n/a,,,,,Party Votes:,DEM,14699,,,,,,,
2768,Missouri,MO,7,H4MO07107,,Kevin,Craig,Craig; Kevin,,LIB,354,100.00%,,,13866,6.23%,,
2769,Missouri,MO,7,n/a,,,,,Party Votes:,LIB,354,,,,,,,
2770,Missouri,MO,7,H0MO07212,,Nicholas Ivan,Ladendorf,Ladendorf; Nicholas Ivan,,W,,,,,10,0.00%,,
2771,Missouri,MO,7,n/a,,,,,District Votes:,,119587,,,,222431,,,
2772,Missouri,MO,,n/a,,,,,,,,,,,,,,
2773,Missouri,MO,8,H6MO08084,(I),Jo Ann,Emerson,Emerson; Jo Ann,,REP,47880,65.59%,,,128499,65.56%,,
2774,Missouri,MO,8,H0MO08244,,Bob ,Parker,Parker; Bob ,,REP,25118,34.41%,,,,,,
2775,Missouri,MO,8,n/a,,,,,Party Votes:,REP,72998,,,,,,,
2776,Missouri,MO,8,H0MO08251,,Tommy,Sowers,Sowers; Tommy,,DEM,27874,100.00%,,,56377,28.76%,,
2777,Missouri,MO,8,n/a,,,,,Party Votes:,DEM,27874,,,,,,,
2778,Missouri,MO,8,H0MO08269,,Larry,Bill,Bill; Larry,,IND,,,,,7193,3.67%,,
2779,Missouri,MO,8,H0MO08277,,Rick,Vandeven,Vandeven; Rick,,LIB,241,100.00%,,,3930,2.01%,,
2780,Missouri,MO,8,n/a,,,,,Party Votes:,LIB,241,,,,,,,
2781,Missouri,MO,8,n/a,,,,,District Votes:,,101113,,,,195999,,,
2782,Missouri,MO,,n/a,,,,,,,,,,,,,,
2783,Missouri,MO,9,H8MO09153,(I),Blaine,Luetkemeyer,Luetkemeyer; Blaine,,REP,59684,82.97%,,,162724,77.36%,,
2784,Missouri,MO,9,H0MO09143,,James O.,Baker,Baker; James O.,,REP,12248,17.03%,,,,,,
2785,Missouri,MO,9,n/a,,,,,Party Votes:,REP,71932,,,,,,,
2786,Missouri,MO,9,H0MO09135,,Christopher W.,Dwyer,Dwyer; Christopher W.,,LIB,291,55.96%,,,46817,22.26%,,
2787,Missouri,MO,9,H0MO09150,,Steven  ,Wilson,Wilson; Steven  ,,LIB,229,44.04%,,,,,,
2788,Missouri,MO,9,n/a,,,,,Party Votes:,LIB,520,,,,,,,
2789,Missouri,MO,9,H0MO09168,,Clifford Jeffery (Jeff),Reed,Reed; Clifford Jeffery (Jeff),,W,,,,,748,0.36%,,
2790,Missouri,MO,9,H0MO09176,,Ron,Burrus,Burrus; Ron,,W,,,,,69,0.03%,,
2791,Missouri,MO,9,n/a,,,,,District Votes:,,72452,,,,210358,,,
2792,Missouri,MO,H,n/a,,,,,Total State Votes:,,834444,,,,1920675,,,
2793,Missouri,MO,,n/a,,,,,,,,,,,,,,
2794,Missouri,MO,,n/a,,,,,,,,,,,,,,
2795,Missouri,MO,S,S0MO00183,,Roy,Blunt,Blunt; Roy,,REP,411040,70.95%,,,1054160,54.23%,,
2796,Missouri,MO,S,S0MO00191,,Chuck,Purgason,Purgason; Chuck,,REP,75663,13.06%,,,,,,
2797,Missouri,MO,S,S0MO00290,,Kristi,Nichols,Nichols; Kristi,,REP,40744,7.03%,,,,,,
2798,Missouri,MO,S,S0MO00324,,Deborah,Solomon,Solomon; Deborah,,REP,15099,2.61%,,,,,,
2799,Missouri,MO,S,S0MO00266,,Hector,Maldonado,Maldonado; Hector,,REP,8731,1.51%,,,,,,
2800,Missouri,MO,S,S0MO00217,,Davis,Conway,Conway; Davis,,REP,8525,1.47%,,,,,,
2801,Missouri,MO,S,S0MO00308,,R. L. ,Praprotnik,Praprotnik; R. L. ,,REP,8047,1.39%,,,,,,
2802,Missouri,MO,S,S0MO00258,,Tony,Laszacs,Laszacs; Tony,,REP,6309,1.09%,,,,,,
2803,Missouri,MO,S,S0MO00225,,Mike,Vontz,Vontz; Mike,,REP,5190,0.90%,,,,,,
2804,Missouri,MO,S,n/a,,,,,Party Votes:,REP,579348,,,,,,,
2805,Missouri,MO,S,S6MO00297,,Robin,Carnahan,Carnahan; Robin,,DEM,266349,83.87%,,,789736,40.63%,,
2806,Missouri,MO,S,S2MO00296,,Richard Charles,Tolbert,Tolbert; Richard Charles,,DEM,33731,10.62%,,,,,,
2807,Missouri,MO,S,S0MO00274,,Francis J.,Vangeli,Vangeli; Francis J.,,DEM,17511,5.51%,,,,,,
2808,Missouri,MO,S,n/a,,,,,Party Votes:,DEM,317591,,,,,,,
2809,Missouri,MO,S,S0MO00340,,Jonathan,Dine,Dine; Jonathan,,LIB,2069,58.63%,,,58663,3.02%,,
2810,Missouri,MO,S,S0MO00357,,Cisse,Spragins,Spragins; Cisse,,LIB,1460,41.37%,,,,,,
2811,Missouri,MO,S,n/a,,,,,Party Votes:,LIB,3529,,,,,,,
2812,Missouri,MO,S,S0MO00241,,Jerry ,Beck,Beck; Jerry ,,CON,819,43.47%,,,41309,2.13%,,
2813,Missouri,MO,S,S0MO00233,,Mike ,Simmons,Simmons; Mike ,,CON,554,29.41%,,,,,,
2814,Missouri,MO,S,S0MO00332,,Joe,Martellaro,Martellaro; Joe,,CON,511,27.12%,,,,,,
2815,Missouri,MO,S,n/a,,,,,Party Votes:,CON,1884,,,,,,,
2816,Missouri,MO,S,S0MO00407,,Dale M.,Hoinoski,Hoinoski; Dale M.,,W,,,,,14,0.00%,,
2817,Missouri,MO,S,S0MO00365,,Frazier Glenn Jr.,Miller,Miller; Frazier Glenn; Jr.,,W,,,,,7,0.00%,,
2818,Missouri,MO,S,S0MO00373,,Jeff,Wirick,Wirick; Jeff,,W,,,,,4,0.00%,,
2819,Missouri,MO,S,S0MO00399,,Charlie L.,Bailey,Bailey; Charlie L.,,W,,,,,3,0.00%,,
2820,Missouri,MO,S,S0MO00381,,Richie L.,Wolfe,Wolfe; Richie L.,,W,,,,,2,0.00%,,
2821,Missouri,MO,S,S0MO00209,,Mark S.,Memoly,Memoly; Mark S.,,W,,,,,1,0.00%,,
2822,Missouri,MO,S,n/a,,,,,Total State Votes:,,902352,,,,1943899,,,
2823,,,,n/a,,,,,,,,,,,,,,
2824,Montana,MT,0,H0MT00033,(I),Denny,Rehberg,Rehberg; Denny,,REP,96796,74.69%,,,217696,60.41%,,
2825,Montana,MT,0,H0MT00082,,Mark T.,French,French; Mark T.,,REP,25344,19.56%,,,,,,
2826,Montana,MT,0,H0MT00058,,A.J.,Otjen,Otjen; A.J.,,REP,7461,5.76%,,,,,,
2827,Montana,MT,0,n/a,,,,,Party Votes:,REP,129601,,,,,,,
2828,Montana,MT,0,H0MT00041,,Dennis,McDonald,McDonald; Dennis,,DEM,24014,38.42%,,,121954,33.84%,,
2829,Montana,MT,0,H0MT01072,,Tyler,Gernant,Gernant; Tyler,,DEM,15177,24.28%,,,,,,
2830,Montana,MT,0,H0MT00066,,Melinda,Gopher,Gopher; Melinda,,DEM,13170,21.07%,,,,,,
2831,Montana,MT,0,H0MT00074,,Sam,Rankin,Rankin; Sam,,DEM,10138,16.22%,,,,,,
2832,Montana,MT,0,n/a,,,,,Party Votes:,DEM,62499,,,,,,,
2833,Montana,MT,0,H8MT01141,,Mike,Fellows,Fellows; Mike,,LIB,Unopposed,,,,20691,5.74%,,
2834,Montana,MT,0,n/a,,,,,District Votes:,,192100,,,,360341,,,
2835,Montana,MT,H,n/a,,,,,Total State Votes:,,192100,,,,360341,,,
2836,,,,n/a,,,,,,,,,,,,,,
2837,Nebraska,NE,1,H4NE01064,(I),Jeff,Fortenberry,Fortenberry; Jeff,,REP,55283,84.25%,,,116871,71.27%,,
2838,Nebraska,NE,1,H0NE01104,,David L.,Hunt,Hunt; David L.,,REP,6536,9.96%,,,,,,
2839,Nebraska,NE,1,H0NE01096,,Ralph M.,Bodie,Bodie; Ralph M.,,REP,3800,5.79%,,,,,,
2840,Nebraska,NE,1,n/a,,,,,Party Votes:,REP,65619,,,,,,,
2841,Nebraska,NE,1,H4NE01064,(I),Jeff,Fortenberry,Fortenberry; Jeff,,N(REP),2107,74.61%,,,,,,
2842,Nebraska,NE,1,H0NE01104,,David L.,Hunt,Hunt; David L.,,N(REP),464,16.43%,,,,,,
2843,Nebraska,NE,1,H0NE01096,,Ralph M.,Bodie,Bodie; Ralph M.,,N(REP),253,8.96%,,,,,,
2844,Nebraska,NE,1,n/a,,,,,Party Votes:,N(REP),2824,,,,,,,
2845,Nebraska,NE,1,H0NE01062,,Ivy,Harper,Harper; Ivy,,DEM,11573,37.58%,,,47106,28.73%,,
2846,Nebraska,NE,1,H0NE01070,,Jessica Lynn,Turek,Turek; Jessica Lynn,,DEM,11283,36.64%,,,,,,
2847,Nebraska,NE,1,H0NE01054,,Stanley E.,Krauter,Krauter; Stanley E.,,DEM,4014,13.03%,,,,,,
2848,Nebraska,NE,1,H0NE01088,,Sherman,Yates,Yates; Sherman,,DEM,3927,12.75%,,,,,,
2849,Nebraska,NE,1,n/a,,,,,Party Votes:,DEM,30797,,,,,,,
2850,Nebraska,NE,1,H0NE01062,,Ivy,Harper,Harper; Ivy,,N(DEM),676,43.78%,,,,,,
2851,Nebraska,NE,1,H0NE01070,,Jessica Lynn,Turek,Turek; Jessica Lynn,,N(DEM),564,36.53%,,,,,,
2852,Nebraska,NE,1,H0NE01088,,Sherman,Yates,Yates; Sherman,,N(DEM),173,11.20%,,,,,,
2853,Nebraska,NE,1,H0NE01054,,Stanley E.,Krauter,Krauter; Stanley E.,,N(DEM),131,8.48%,,,,,,
2854,Nebraska,NE,1,n/a,,,,,Party Votes:,N(DEM),1544,,,,,,,
2855,Nebraska,NE,1,n/a,,,,,District Votes:,,100784,,,,163977,,,
2856,Nebraska,NE,,n/a,,,,,,,,,,,,,,
2857,Nebraska,NE,2,H8NE02139,(I),Lee,Terry,Terry; Lee,,REP,18172,63.50%,,,93840,60.81%,,
2858,Nebraska,NE,2,H0NE02136,,Matt,Sakalosky,Sakalosky; Matt,,REP,10445,36.50%,,,,,,
2859,Nebraska,NE,2,n/a,,,,,Party Votes:,REP,28617,,,,,,,
2860,Nebraska,NE,2,H0NE02136,,Matt,Sakalosky,Sakalosky; Matt,,N(REP),371,54.80%,,,,,,
2861,Nebraska,NE,2,H8NE02139,(I),Lee,Terry,Terry; Lee,,N(REP),306,45.20%,,,,,,
2862,Nebraska,NE,2,n/a,,,,,Party Votes:,N(REP),677,,,,,,,
2863,Nebraska,NE,2,H0NE02144,,Tom,White,White; Tom,,DEM,12333,100.00%,,,60486,39.19%,,
2864,Nebraska,NE,2,n/a,,,,,Party Votes:,DEM,12333,,,,,,,
2865,Nebraska,NE,2,H0NE02144,,Tom,White,White; Tom,,N(DEM),135,100.00%,,,,,,
2866,Nebraska,NE,2,n/a,,,,,Party Votes:,N(DEM),135,,,,,,,
2867,Nebraska,NE,2,n/a,,,,,District Votes:,,41762,,,,154326,,,
2868,Nebraska,NE,,n/a,,,,,,,,,,,,,,
2869,Nebraska,NE,3,H6NE03115,(I),Adrian,Smith,Smith; Adrian,,REP,65539,88.01%,,,117275,70.12%,,
2870,Nebraska,NE,3,H0NE03191,,Dennis L.,Parker ,Parker ; Dennis L.,,REP,8930,11.99%,,,,,,
2871,Nebraska,NE,3,n/a,,,,,Party Votes:,REP,74469,,,,,,,
2872,Nebraska,NE,3,H6NE03115,(I),Adrian,Smith,Smith; Adrian,,N(REP),125,71.84%,,,,,,
2873,Nebraska,NE,3,H0NE03191,,Dennis L.,Parker ,Parker ; Dennis L.,,N(REP),49,28.16%,,,,,,
2874,Nebraska,NE,3,n/a,,,,,Party Votes:,N(REP),174,,,,,,,
2875,Nebraska,NE,3,H0NE03175,,Rebekah,Davis,Davis; Rebekah,,DEM,16425,100.00%,,,29932,17.90%,,
2876,Nebraska,NE,3,n/a,,,,,Party Votes:,DEM,16425,,,,,,,
2877,Nebraska,NE,3,H0NE03175,,Rebekah,Davis,Davis; Rebekah,,N(DEM),43,100.00%,,,,,,
2878,Nebraska,NE,3,n/a,,,,,Party Votes:,N(DEM),43,,,,,,,
2879,Nebraska,NE,3,H0NE03209,,Dan ,Hill,Hill; Dan ,,BP,,,,,20036,11.98%,,
2880,Nebraska,NE,3,n/a,,,,,District Votes:,,91111,,,,167243,,,
2881,Nebraska,NE,H,n/a,,,,,Total State Votes:,,233657,,,,485546,,,
2882,,,,n/a,,,,,,,,,,,,,,
2883,Nevada,NV,1,H8NV01071,(I),Shelley,Berkley,Berkley; Shelley,,DEM,Unopposed,,,,103246,61.75%,,
2884,Nevada,NV,1,H6NV01158,,Kenneth A.,Wegner,Wegner; Kenneth A.,,REP,7214,26.75%,,,58995,35.28%,,
2885,Nevada,NV,1,H0NV01151,,Michele,Fiore,Fiore; Michele,,REP,5922,21.96%,,,,,,
2886,Nevada,NV,1,H0NV01110,,Craig O.,Lake,Lake; Craig O.,,REP,5277,19.57%,,,,,,
2887,Nevada,NV,1,H0NV01169,,Charles William Sr.,Flume,Flume; Charles William; Sr.,,REP,4318,16.01%,,,,,,
2888,Nevada,NV,1,H0NV01144,,David R. ,Cunningham,Cunningham; David R. ,,REP,2051,7.60%,,,,,,
2889,Nevada,NV,1,H0NV01128 ,,Joseph Lance ,Tatner,Tatner; Joseph Lance ,,REP,1293,4.79%,,,,,,
2890,Nevada,NV,1,H6NV01182,,Michael Ace,Monroe,Monroe; Michael Ace,,REP,456,1.69%,,,,,,
2891,Nevada,NV,1,H0NV01193 ,,Scott I.,Neistadt,Neistadt; Scott I.,,REP,440,1.63%,,,,,,
2892,Nevada,NV,1,n/a,,,,,Party Votes:,REP,26971,,,,,,,
2893,Nevada,NV,1,H0NV01177,,Jonathan J.,Hansen,Hansen; Jonathan J.,,IAP,,,,,2847,1.70%,,
2894,Nevada,NV,1,H0NV01185,,Ed,Klapproth,Klapproth; Ed,,LIB,,,,,2118,1.27%,,
2895,Nevada,NV,1,n/a,,,,,District Votes:,,26971,,,,167206,,,
2896,Nevada,NV,,n/a,,,,,,,,,,,,,,
2897,Nevada,NV,2,H6NV02164,(I),Dean ,Heller,Heller; Dean ,,REP,72728,83.70%,,,169458,63.30%,,
2898,Nevada,NV,2,H0NV02175,,Patrick J. ,Colletti,Colletti; Patrick J. ,,REP,14162,16.30%,,,,,,
2899,Nevada,NV,2,n/a,,,,,Party Votes:,REP,86890,,,,,,,
2900,Nevada,NV,2,H0NV02191,,Nancy,Price,Price; Nancy,,DEM,18609,45.36%,,,87421,32.66%,,
