GEO.id,GEO.id2,GEO.display-label,,,,,HC01_EST_VC01,HC01_EST_VC03,HC01_EST_VC04,HC01_EST_VC05,HC01_EST_VC06,HC01_EST_VC07,HC01_EST_VC08,HC01_EST_VC09,HC01_EST_VC10,HC01_EST_VC11,HC01_EST_VC13,HC01_EST_VC16,HC01_EST_VC17,HC01_EST_VC20,HC01_EST_VC21,HC01_EST_VC22,HC01_EST_VC24,HC01_EST_VC29,HC01_EST_VC30,HC01_EST_VC33,HC01_EST_VC34,HC01_EST_VC35,HC01_EST_VC36,HC01_EST_VC39,HC01_EST_VC40,HC01_EST_VC41,HC01_EST_VC42,HC01_EST_VC43,HC01_EST_VC46,HC01_EST_VC47,HC01_EST_VC48,HC01_EST_VC49,HC01_EST_VC50,HC01_EST_VC51,HC01_EST_VC64,HC01_EST_VC67,HC01_EST_VC68,HC01_EST_VC69,HC01_EST_VC70
Id,Id2,Geography,borough,County,State,Congressional District,TotalPop,Pop1to4,Pop5to17,Pop18to24,Pop25to35,Pop35to45,Pop45to55,Pop55to65,Pop65to75,Pop75Over,MedianAge,Male,Female,RaceBase,White,Black,Asian,Hispanic,WhiteNoHispanic,Native,ForeignBorn,Naturalized,ForeignBornNotCitizen,MaritalBase,NeverMarried,Married,Divorced,Widowed,EducationBase,LessThanHS,HSGrad,SomeCollORAssoc,Bachelors,GradProf,MedianIncome,PovertyBase,PovertyBelow100Prct,Poverty100to149,Poverty150UP
0600000US4207920424,4207920424,"Dupont borough, Luzerne County, Pennsylvania",Dupont borough, Luzerne County, Pennsylvania,8,2666,190,281,263,362,294,350,340,286,300,43.3,1267,1399,2538,2509,0,0,146,2392,2595,71,55,16,2275,685,1042,292,256,1932,196,758,560,268,150,25050,2666,471,275,1920
0600000US4207920512,4207920512,"Duryea borough, Luzerne County, Pennsylvania",Duryea borough, Luzerne County, Pennsylvania,8,4831,210,760,213,774,738,527,727,527,355,41,2380,2451,4831,4789,28,0,102,4687,4775,56,16,40,4029,846,2422,427,334,3648,232,1338,1054,705,319,29459,4831,543,381,3907
0600000US4207922672,4207922672,"Edwardsville borough, Luzerne County, Pennsylvania",Edwardsville borough, Luzerne County, Pennsylvania,8,4592,367,711,413,497,511,820,401,336,536,42.5,1982,2610,4548,3835,558,155,201,3715,4452,140,34,106,3673,1471,1311,540,351,3101,280,1378,811,424,208,19760,4581,1329,629,2623
0600000US4207924392,4207924392,"Exeter borough, Luzerne County, Pennsylvania",Exeter borough, Luzerne County, Pennsylvania,8,5544,244,855,421,397,724,686,877,572,768,46.7,2491,3053,5428,5218,161,1,153,5141,5428,116,83,33,4563,1280,2173,664,446,4024,355,1697,998,557,417,24183,5415,660,669,4086
0600000US4207924400,4207924400,"Exeter township, Luzerne County, Pennsylvania",Exeter township, Luzerne County, Pennsylvania,8,2073,70,260,109,233,323,367,403,168,140,46.1,1065,1008,2059,2052,0,7,0,2052,2066,7,7,0,1802,491,1109,110,92,1634,154,537,515,258,170,32298,2059,116,69,1874
0600000US4207924752,4207924752,"Fairmount township, Luzerne County, Pennsylvania",Fairmount township, Luzerne County, Pennsylvania,9,1428,52,264,113,169,214,170,244,131,71,42,712,716,1407,1380,24,3,14,1376,1392,36,33,3,1188,353,710,45,80,999,89,422,300,97,91,32433,1424,184,46,1194
0600000US4207924888,4207924888,"Fairview township, Luzerne County, Pennsylvania",Fairview township, Luzerne County, Pennsylvania,8,4446,178,851,299,343,562,872,625,353,363,44.9,2088,2358,4316,4106,49,136,134,3972,4096,350,287,63,3740,908,2258,430,144,3118,149,963,870,691,445,35417,4440,134,214,4092
0600000US4207926880,4207926880,"Forty Fort borough, Luzerne County, Pennsylvania",Forty Fort borough, Luzerne County, Pennsylvania,8,4122,142,578,308,460,624,614,620,480,296,44.1,1980,2142,4115,4105,10,0,43,4062,4073,49,49,0,3540,965,1871,470,234,3094,106,1039,824,585,540,31910,4122,252,428,3442
0600000US4207926928,4207926928,"Foster township, Luzerne County, Pennsylvania",Foster township, Luzerne County, Pennsylvania,8,3423,75,407,336,255,401,701,477,391,380,48.5,1661,1762,3394,3367,16,0,14,3353,3412,11,0,11,3038,830,1475,427,306,2605,166,1439,746,147,107,23929,3279,198,431,2650
0600000US4207927424,4207927424,"Franklin township, Luzerne County, Pennsylvania",Franklin township, Luzerne County, Pennsylvania,8,1846,62,369,125,154,230,325,266,148,167,44.4,936,910,1822,1801,13,8,24,1777,1838,8,5,3,1536,390,846,199,101,1290,90,443,395,241,121,28686,1840,244,95,1501
0600000US4207927744,4207927744,"Freeland borough, Luzerne County, Pennsylvania",Freeland borough, Luzerne County, Pennsylvania,8,3453,201,657,240,385,451,323,649,336,211,41.1,1417,2036,3354,3213,14,0,168,3172,3382,71,36,35,2699,863,1097,471,268,2355,193,1192,556,316,98,23871,3453,701,443,2309
0600000US4207932416,4207932416,"Hanover township, Luzerne County, Pennsylvania",Hanover township, Luzerne County, Pennsylvania,8,10906,339,1716,912,1470,1085,1529,1669,1151,1035,44.7,5173,5733,10499,10291,124,30,425,10060,10816,90,53,37,9360,3216,3855,1441,848,7939,662,3339,2413,1013,512,24349,10759,1903,1295,7561
0600000US4207933000,4207933000,"Harveys Lake borough, Luzerne County, Pennsylvania",Harveys Lake borough, Luzerne County, Pennsylvania,9,2786,108,319,88,334,188,554,583,368,244,50.6,1304,1482,2786,2668,0,21,0,2668,2786,0,0,0,2412,499,1517,270,126,2271,215,744,706,353,253,26754,2735,281,233,2221
0600000US4207933376,4207933376,"Hazle township, Luzerne County, Pennsylvania",Hazle township, Luzerne County, Pennsylvania,8,9498,386,1440,627,924,1032,1291,1469,1202,1127,47.1,4475,5023,9345,8853,176,22,1601,7777,8756,742,286,456,8005,2478,3251,1337,939,7045,1093,3037,1953,616,346,22245,9132,1739,1112,6281
0600000US4207933408,4207933408,"Hazleton city, Luzerne County, Pennsylvania",Hazleton city, Luzerne County, Pennsylvania,8,24549,1269,4499,2809,3218,2972,3477,2608,1731,1966,36.6,12307,12242,23681,16133,1479,124,12711,10842,17237,7312,2567,4745,19948,8005,7599,3002,1342,15972,3860,6835,3461,1140,676,20566,24105,5809,3499,14797
0600000US4207935192,4207935192,"Hollenback township, Luzerne County, Pennsylvania",Hollenback township, Luzerne County, Pennsylvania,9,1256,37,211,118,120,191,188,178,133,80,42.6,629,627,1256,1243,11,0,27,1218,1256,0,0,0,1021,266,568,113,74,890,66,401,258,121,44,30404,1252,55,58,1139
0600000US4207936152,4207936152,"Hughestown borough, Luzerne County, Pennsylvania",Hughestown borough, Luzerne County, Pennsylvania,8,1457,43,186,102,221,162,166,275,177,125,45.9,724,733,1453,1453,0,0,0,1453,1439,18,18,0,1284,418,625,130,111,1126,96,503,274,168,85,27077,1457,187,64,1206
0600000US4207936296,4207936296,"Hunlock township, Luzerne County, Pennsylvania",Hunlock township, Luzerne County, Pennsylvania,9,2320,103,367,150,234,267,396,396,283,124,46.9,1175,1145,2308,2298,0,10,10,2288,2285,35,25,10,1948,432,1189,177,150,1700,162,790,557,90,101,27007,2320,72,250,1998
0600000US4207936432,4207936432,"Huntington township, Luzerne County, Pennsylvania",Huntington township, Luzerne County, Pennsylvania,9,2018,57,343,73,123,255,365,332,238,232,49,997,1021,2018,1995,0,0,19,1984,2018,0,0,0,1731,303,1082,202,144,1545,188,657,419,169,112,25996,1941,272,157,1512
0600000US4207937400,4207937400,"Jackson township, Luzerne County, Pennsylvania",Jackson township, Luzerne County, Pennsylvania,8,4612,63,405,328,879,975,872,528,430,132,41.8,3485,1127,4516,3169,1142,36,458,2966,4497,115,49,66,4262,2059,1551,526,126,3816,563,1601,930,383,339,31026,2359,98,60,2201
0600000US4207937792,4207937792,"Jeddo borough, Luzerne County, Pennsylvania",Jeddo borough, Luzerne County, Pennsylvania,8,164,4,14,9,29,14,44,22,23,5,49.4,53,111,164,164,0,0,0,164,164,0,0,0,146,58,46,16,26,137,11,61,38,14,13,30893,164,13,8,143
0600000US4207937984,4207937984,"Jenkins township, Luzerne County, Pennsylvania",Jenkins township, Luzerne County, Pennsylvania,8,4458,94,600,288,386,467,510,792,593,728,52.3,1773,2685,4458,4458,0,0,103,4355,4397,61,0,61,3906,811,2076,486,533,3476,357,1445,966,513,195,25028,4264,287,404,3573
0600000US4207939784,4207939784,"Kingston borough, Luzerne County, Pennsylvania",Kingston borough, Luzerne County, Pennsylvania,8,12873,394,1611,883,1748,1547,1866,1983,1429,1412,46.7,6019,6854,12652,11567,680,269,598,11098,12169,704,466,238,11401,4085,4518,1768,1030,9985,677,2917,3088,1926,1377,27934,12440,1534,1161,9745
0600000US4207939792,4207939792,"Kingston township, Luzerne County, Pennsylvania",Kingston township, Luzerne County, Pennsylvania,8,6900,328,1115,478,739,928,1326,821,726,439,44.3,3260,3640,6880,6649,49,96,99,6619,6785,115,63,52,5768,1268,3387,724,389,4979,160,1153,1647,1171,848,34663,6846,690,382,5774
0600000US4207940848,4207940848,"Laflin borough, Luzerne County, Pennsylvania",Laflin borough, Luzerne County, Pennsylvania,8,1537,46,223,126,148,199,224,194,209,168,46.3,722,815,1537,1480,2,47,20,1468,1458,79,66,13,1329,343,761,110,115,1142,45,324,264,270,239,34718,1537,59,126,1352
0600000US4207940920,4207940920,"Lake township, Luzerne County, Pennsylvania",Lake township, Luzerne County, Pennsylvania,9,2100,60,371,124,195,268,445,327,187,123,45.8,1131,969,2097,2089,8,0,19,2078,2100,0,0,0,1785,467,1038,225,55,1545,54,724,364,316,87,30043,2080,237,99,1744
0600000US4207941608,4207941608,"Larksville borough, Luzerne County, Pennsylvania",Larksville borough, Luzerne County, Pennsylvania,8,4388,188,547,398,408,474,543,931,365,534,50.1,2080,2308,4324,4319,5,0,144,4175,4336,52,0,52,3778,1157,1855,435,331,3255,339,1320,870,515,211,23372,4388,681,483,3224
0600000US4207941848,4207941848,"Laurel Run borough, Luzerne County, Pennsylvania",Laurel Run borough, Luzerne County, Pennsylvania,8,500,5,45,39,73,56,69,130,57,26,51.7,270,230,495,488,4,3,17,473,487,13,13,0,463,157,188,89,29,411,59,175,93,50,34,22315,500,67,49,384
0600000US4207942504,4207942504,"Lehman township, Luzerne County, Pennsylvania",Lehman township, Luzerne County, Pennsylvania,9,3470,201,444,208,407,456,491,581,458,224,45.4,1676,1794,3470,3438,21,11,0,3438,3436,34,25,9,2907,656,1893,155,203,2617,187,869,641,632,288,30716,3470,149,326,2995
0600000US4207945568,4207945568,"Luzerne borough, Luzerne County, Pennsylvania",Luzerne borough, Luzerne County, Pennsylvania,8,2829,113,287,248,389,372,499,399,205,317,45.3,1292,1537,2787,2685,60,35,84,2617,2785,44,33,11,2516,955,913,422,226,2181,325,862,614,303,77,23346,2818,425,358,2035
0600000US4207952584,4207952584,"Nanticoke city, Luzerne County, Pennsylvania",Nanticoke city, Luzerne County, Pennsylvania,8,10228,283,1527,1009,1282,1459,1298,1263,923,1184,41.7,5098,5130,10049,9769,120,83,309,9617,10088,140,83,57,8724,3278,3572,1120,754,7409,926,3084,2271,741,387,22003,10030,2156,1214,6660
0600000US4207952984,4207952984,"Nescopeck borough, Luzerne County, Pennsylvania",Nescopeck borough, Luzerne County, Pennsylvania,9,1609,72,186,174,200,167,278,266,155,111,45.6,744,865,1585,1509,16,20,125,1439,1552,57,30,27,1395,413,709,160,113,1177,153,523,331,134,36,23814,1606,266,99,1241
0600000US4207952992,4207952992,"Nescopeck township, Luzerne County, Pennsylvania",Nescopeck township, Luzerne County, Pennsylvania,9,1262,25,213,88,89,151,223,230,162,81,46.4,634,628,1243,1236,0,0,28,1208,1262,0,0,0,1087,253,632,141,61,936,138,481,178,92,47,29828,1262,17,102,1143
0600000US4207953448,4207953448,"New Columbus borough, Luzerne County, Pennsylvania",New Columbus borough, Luzerne County, Pennsylvania,9,197,8,32,14,23,34,18,37,9,22,40.2,98,99,197,197,0,0,0,197,197,0,0,0,169,45,90,16,18,143,7,73,45,13,5,19896,197,40,12,145
0600000US4207953960,4207953960,"Newport township, Luzerne County, Pennsylvania",Newport township, Luzerne County, Pennsylvania,9,5315,126,688,353,844,842,913,708,534,307,41.8,3254,2061,5214,4517,614,0,200,4425,5276,39,18,21,4661,1825,1693,771,372,4148,501,2111,1125,236,175,23411,3991,602,459,2930
0600000US4207955752,4207955752,"Nuangola borough, Luzerne County, Pennsylvania",Nuangola borough, Luzerne County, Pennsylvania,8,759,35,98,40,57,102,102,123,121,81,49.7,375,384,759,759,0,0,0,759,759,0,0,0,649,149,363,71,66,586,42,197,170,101,76,31061,756,39,30,687
0600000US4207959054,4207959054,"Penn Lake Park borough, Luzerne County, Pennsylvania",Penn Lake Park borough, Luzerne County, Pennsylvania,8,274,16,20,19,21,29,42,56,47,24,51.5,127,147,274,272,2,0,0,272,271,3,3,0,238,40,156,25,17,219,9,65,72,35,38,40179,274,14,5,255
0600000US4207961048,4207961048,"Pittston city, Luzerne County, Pennsylvania",Pittston city, Luzerne County, Pennsylvania,8,7554,281,1024,688,1278,717,1207,996,693,670,42.1,3694,3860,7474,7333,120,0,149,7209,7425,129,120,9,6576,2644,2324,1035,573,5561,677,2417,1676,550,241,21806,7541,1519,743,5279
0600000US4207961056,4207961056,"Pittston township, Luzerne County, Pennsylvania",Pittston township, Luzerne County, Pennsylvania,8,3389,101,466,384,375,362,471,598,276,356,45.2,1772,1617,3332,3279,53,0,35,3267,3353,36,36,0,3007,1022,1244,488,253,2438,333,1088,601,231,185,26785,3335,186,519,2630
0600000US4207961120,4207961120,"Plains township, Luzerne County, Pennsylvania",Plains township, Luzerne County, Pennsylvania,8,9703,288,1047,668,1208,909,1429,1605,1297,1252,50.9,4974,4729,9636,9359,46,213,62,9326,9299,404,265,139,8534,2359,4106,1106,963,7700,723,3155,1887,1089,846,27684,9302,1186,528,7588
0600000US4207961648,4207961648,"Plymouth borough, Luzerne County, Pennsylvania",Plymouth borough, Luzerne County, Pennsylvania,8,5758,326,924,498,831,685,829,623,482,560,40,2766,2992,5566,5261,188,54,140,5230,5677,81,36,45,4731,1794,1743,758,436,4010,423,1859,1201,387,140,23138,5758,1301,821,3636
0600000US4207961656,4207961656,"Plymouth township, Luzerne County, Pennsylvania",Plymouth township, Luzerne County, Pennsylvania,8,1736,17,223,85,143,241,315,334,228,150,51.3,885,851,1735,1720,5,10,8,1712,1716,20,13,7,1533,342,892,180,119,1411,201,546,416,134,114,29241,1736,155,146,1435
0600000US4207962712,4207962712,"Pringle borough, Luzerne County, Pennsylvania",Pringle borough, Luzerne County, Pennsylvania,8,917,37,120,81,137,82,86,186,114,74,45.1,433,484,910,899,11,0,5,894,917,0,0,0,790,269,363,113,45,679,61,321,168,74,55,25278,917,219,82,616
0600000US4207964424,4207964424,"Rice township, Luzerne County, Pennsylvania",Rice township, Luzerne County, Pennsylvania,8,3494,153,601,261,355,562,597,554,271,140,39.7,1778,1716,3400,3072,0,270,26,3055,3320,174,96,78,2915,806,1778,283,48,2479,131,693,645,589,421,36262,3494,215,85,3194
0600000US4207966272,4207966272,"Ross township, Luzerne County, Pennsylvania",Ross township, Luzerne County, Pennsylvania,9,2903,52,478,216,214,390,540,392,368,253,47.5,1545,1358,2880,2880,0,0,78,2802,2861,42,18,24,2501,620,1492,227,162,2157,207,924,595,282,149,26234,2903,190,336,2377
0600000US4207967456,4207967456,"Salem township, Luzerne County, Pennsylvania",Salem township, Luzerne County, Pennsylvania,9,4193,128,535,186,409,489,623,805,514,504,52.5,2053,2140,4193,4148,45,0,107,4041,4156,37,20,17,3690,709,2162,480,339,3344,366,1537,819,382,240,27759,4084,218,394,3472
0600000US4207970224,4207970224,"Shickshinny borough, Luzerne County, Pennsylvania",Shickshinny borough, Luzerne County, Pennsylvania,9,714,19,103,40,78,88,85,134,97,70,49.1,333,381,709,702,2,0,5,702,706,8,8,0,628,194,260,107,67,552,122,227,160,30,13,16850,714,127,94,493
0600000US4207971216,4207971216,"Slocum township, Luzerne County, Pennsylvania",Slocum township, Luzerne County, Pennsylvania,9,1042,65,116,60,106,169,145,165,157,59,45.1,545,497,1042,1042,0,0,0,1042,1038,4,4,0,877,196,542,82,57,801,45,372,251,72,61,26033,1042,96,32,914
0600000US4207975064,4207975064,"Sugarloaf township, Luzerne County, Pennsylvania",Sugarloaf township, Luzerne County, Pennsylvania,9,4124,275,487,686,436,417,707,416,489,211,39.5,2134,1990,4056,3860,80,35,167,3827,4050,74,34,40,3427,1115,1866,217,229,2676,161,891,800,518,306,31692,3653,116,243,3294
0600000US4207975072,4207975072,"Sugar Notch borough, Luzerne County, Pennsylvania",Sugar Notch borough, Luzerne County, Pennsylvania,8,860,33,122,83,74,108,134,129,88,89,46,439,421,857,854,0,0,3,854,818,42,38,4,754,260,324,106,64,622,79,246,180,92,25,25950,860,128,103,629
0600000US4207975832,4207975832,"Swoyersville borough, Luzerne County, Pennsylvania",Swoyersville borough, Luzerne County, Pennsylvania,8,4981,271,465,293,605,564,872,827,890,194,49.2,2351,2630,4980,4959,0,13,113,4848,4909,72,0,72,4368,1496,1970,675,227,3952,264,1452,1309,576,351,27148,4969,403,272,4294
0600000US4207978384,4207978384,"Union township, Luzerne County, Pennsylvania",Union township, Luzerne County, Pennsylvania,9,2005,81,277,165,215,250,325,315,238,139,45.7,1027,978,1991,1977,14,0,9,1977,1974,31,20,11,1708,397,1061,140,110,1482,92,698,424,151,117,29398,1989,203,125,1661
0600000US4207981080,4207981080,"Warrior Run borough, Luzerne County, Pennsylvania",Warrior Run borough, Luzerne County, Pennsylvania,8,641,25,111,74,88,82,81,84,67,29,38.9,317,324,637,633,0,4,20,613,639,2,0,2,533,184,226,91,32,431,31,209,146,33,12,25302,624,78,50,496
0600000US4207983136,4207983136,"West Hazleton borough, Luzerne County, Pennsylvania",West Hazleton borough, Luzerne County, Pennsylvania,8,4452,351,827,586,616,590,537,349,160,436,32,2099,2353,4430,2866,168,0,2384,1985,2906,1546,553,993,3536,1642,1318,380,196,2688,755,1033,543,282,75,21767,4432,954,454,3024
0600000US4207983856,4207983856,"West Pittston borough, Luzerne County, Pennsylvania",West Pittston borough, Luzerne County, Pennsylvania,8,4793,183,688,521,545,687,601,596,356,616,42.9,2443,2350,4787,4753,34,0,23,4730,4728,65,50,15,4092,1460,1797,411,424,3401,264,1026,1016,780,315,27560,4723,627,295,3801
0600000US4207984272,4207984272,"West Wyoming borough, Luzerne County, Pennsylvania",West Wyoming borough, Luzerne County, Pennsylvania,8,2693,94,304,213,370,267,442,421,293,289,47.7,1256,1437,2693,2693,0,0,53,2640,2639,54,8,46,2381,749,1073,323,236,2082,119,887,558,400,118,27242,2693,222,157,2314
0600000US4207984552,4207984552,"White Haven borough, Luzerne County, Pennsylvania",White Haven borough, Luzerne County, Pennsylvania,8,1166,44,170,100,155,144,149,217,123,64,43.5,576,590,1153,1137,0,13,22,1118,1124,42,26,16,993,297,504,151,41,852,87,420,239,90,16,25154,1163,170,65,928
0600000US4207985152,4207985152,"Wilkes-Barre city, Luzerne County, Pennsylvania",Wilkes-Barre city, Luzerne County, Pennsylvania,8,40327,1852,6519,6233,5800,4306,4621,4567,3154,3275,34.5,19726,20601,38884,30693,5686,711,6271,26992,37336,2991,1421,1570,33298,15930,10108,4577,2683,25723,4319,10722,6638,2730,1314,18285,37088,11039,4400,21649
0600000US4207985160,4207985160,"Wilkes-Barre township, Luzerne County, Pennsylvania",Wilkes-Barre township, Luzerne County, Pennsylvania,8,2887,224,338,213,588,250,403,368,263,240,38.8,1410,1477,2670,2340,133,183,322,2105,2637,250,77,173,2367,864,982,383,138,2112,150,786,708,277,191,23664,2844,770,218,1856
0600000US4207986584,4207986584,"Wright township, Luzerne County, Pennsylvania",Wright township, Luzerne County, Pennsylvania,8,5593,270,980,291,513,633,862,863,683,498,47.2,2935,2658,5567,5049,37,481,16,5033,5278,315,314,1,4576,957,2900,370,349,4052,210,1225,1308,623,686,31451,5461,114,221,5126
0600000US4207986856,4207986856,"Wyoming borough, Luzerne County, Pennsylvania",Wyoming borough, Luzerne County, Pennsylvania,8,2977,86,288,253,360,316,494,483,371,326,48.5,1376,1601,2977,2898,79,0,66,2898,2954,23,23,0,2694,722,1310,311,351,2350,230,687,828,378,227,26801,2977,381,141,2455
0600000US4207986952,4207986952,"Yatesville borough, Luzerne County, Pennsylvania",Yatesville borough, Luzerne County, Pennsylvania,8,714,18,98,63,39,71,120,95,109,101,50.6,342,372,714,704,0,3,0,704,706,8,6,2,620,166,343,65,46,535,43,187,142,88,75,21942,714,35,36,643
0600000US4208102656,4208102656,"Anthony township, Lycoming County, Pennsylvania",Anthony township, Lycoming County, Pennsylvania,12,851,37,117,76,95,95,153,156,78,44,46.1,433,418,851,851,0,0,2,849,848,3,0,3,714,121,495,60,38,621,48,289,164,77,43,34063,849,27,20,802
0600000US4208103072,4208103072,"Armstrong township, Lycoming County, Pennsylvania",Armstrong township, Lycoming County, Pennsylvania,12,671,24,125,34,72,115,101,105,58,37,40.8,360,311,666,656,10,0,4,652,668,3,3,0,551,137,309,75,30,488,58,202,133,58,37,28214,665,55,42,568
0600000US4208104424,4208104424,"Bastress township, Lycoming County, Pennsylvania",Bastress township, Lycoming County, Pennsylvania,12,580,25,81,57,60,72,107,69,65,44,44.5,294,286,577,577,0,0,2,575,554,26,15,11,489,122,309,37,21,417,38,188,118,55,18,30278,580,34,51,495
0600000US4208108136,4208108136,"Brady township, Lycoming County, Pennsylvania",Brady township, Lycoming County, Pennsylvania,12,490,9,74,47,46,52,96,107,39,20,48.2,267,223,469,465,2,2,1,464,480,10,10,0,441,108,283,38,12,360,31,196,88,36,9,26920,488,26,14,448
0600000US4208109280,4208109280,"Brown township, Lycoming County, Pennsylvania",Brown township, Lycoming County, Pennsylvania,12,90,0,3,1,2,22,14,23,14,11,60,54,36,90,90,0,0,0,90,90,0,0,0,88,14,34,30,10,86,8,32,23,16,7,27212,90,1,7,82
0600000US4208111560,4208111560,"Cascade township, Lycoming County, Pennsylvania",Cascade township, Lycoming County, Pennsylvania,12,407,12,62,24,36,42,70,93,47,21,48.6,190,217,406,403,0,3,0,403,400,7,5,2,350,64,198,60,28,309,27,145,92,40,5,26190,400,57,29,314
0600000US4208114336,4208114336,"Clinton township, Lycoming County, Pennsylvania",Clinton township, Lycoming County, Pennsylvania,12,3709,104,376,234,808,603,659,462,250,213,40.4,958,2751,3554,2993,489,42,205,2902,3662,47,30,17,3353,1448,1014,678,213,2995,620,1216,887,120,152,15150,2110,253,151,1706
0600000US4208114872,4208114872,"Cogan House township, Lycoming County, Pennsylvania",Cogan House township, Lycoming County, Pennsylvania,12,942,72,130,52,155,85,138,124,106,80,43,488,454,938,934,0,2,4,930,936,6,6,0,770,180,470,58,62,688,104,333,182,48,21,26542,939,54,155,730
0600000US4208117696,4208117696,"Cummings township, Lycoming County, Pennsylvania",Cummings township, Lycoming County, Pennsylvania,12,273,2,20,9,10,26,51,78,51,26,56.6,141,132,273,272,0,0,1,272,272,1,0,1,257,47,173,20,17,242,34,121,54,22,11,26375,273,19,20,234
0600000US4208120144,4208120144,"Duboistown borough, Lycoming County, Pennsylvania",Duboistown borough, Lycoming County, Pennsylvania,12,1170,49,126,84,162,90,198,203,111,147,49,590,580,1170,1169,1,0,0,1169,1169,1,1,0,1031,269,571,111,80,911,94,367,264,127,59,27092,1167,77,103,987
0600000US4208122880,4208122880,"Eldred township, Lycoming County, Pennsylvania",Eldred township, Lycoming County, Pennsylvania,12,2095,85,286,126,148,281,350,386,323,110,49.7,1050,1045,2095,2070,11,0,51,2030,2083,12,11,1,1786,319,1196,182,89,1598,144,679,397,260,118,28036,2090,116,114,1860
0600000US4208124592,4208124592,"Fairfield township, Lycoming County, Pennsylvania",Fairfield township, Lycoming County, Pennsylvania,12,2756,105,473,99,353,386,470,425,253,192,43.2,1399,1357,2719,2673,25,21,76,2597,2680,76,23,53,2254,492,1389,259,114,2079,173,716,672,336,182,31616,2752,277,226,2249
0600000US4208127432,4208127432,"Franklin township, Lycoming County, Pennsylvania",Franklin township, Lycoming County, Pennsylvania,12,865,17,138,58,62,137,159,121,118,55,46,457,408,865,863,0,0,6,857,865,0,0,0,739,160,420,91,68,652,110,324,142,59,17,25393,860,78,61,721
0600000US4208128352,4208128352,"Gamble township, Lycoming County, Pennsylvania",Gamble township, Lycoming County, Pennsylvania,12,780,25,107,46,73,69,123,184,105,48,51,417,363,775,772,3,0,0,772,780,0,0,0,668,132,397,88,51,602,40,260,157,85,60,29148,772,36,39,697
0600000US4208133944,4208133944,"Hepburn township, Lycoming County, Pennsylvania",Hepburn township, Lycoming County, Pennsylvania,12,2728,109,378,231,304,231,384,550,313,228,48.5,1317,1411,2710,2641,20,49,97,2550,2648,80,35,45,2317,446,1458,251,162,2010,200,755,608,340,107,29572,2728,147,82,2499
0600000US4208136160,4208136160,"Hughesville borough, Lycoming County, Pennsylvania",Hughesville borough, Lycoming County, Pennsylvania,12,2002,56,443,234,186,288,285,196,189,125,39.1,1004,998,1982,1942,34,6,3,1939,1991,11,0,11,1643,468,717,358,100,1269,90,539,359,165,116,26381,1996,151,215,1630
0600000US4208137408,4208137408,"Jackson township, Lycoming County, Pennsylvania",Jackson township, Lycoming County, Pennsylvania,12,410,9,56,25,49,34,81,70,49,37,50.7,207,203,407,407,0,0,0,407,404,6,0,6,355,68,240,34,13,320,38,153,82,20,27,24821,410,57,37,316
0600000US4208138128,4208138128,"Jersey Shore borough, Lycoming County, Pennsylvania",Jersey Shore borough, Lycoming County, Pennsylvania,12,4285,248,837,460,521,701,455,554,189,320,36.2,2207,2078,4246,4150,96,0,34,4133,4285,0,0,0,3383,993,1525,655,210,2740,362,1077,882,376,43,21858,4168,881,217,3070
0600000US4208138448,4208138448,"Jordan township, Lycoming County, Pennsylvania",Jordan township, Lycoming County, Pennsylvania,12,1035,92,185,52,168,112,116,153,82,75,36.3,525,510,1029,1013,11,5,8,1005,1027,8,8,0,769,172,460,90,47,706,113,337,165,59,32,25071,1035,195,154,686
0600000US4208142944,4208142944,"Lewis township, Lycoming County, Pennsylvania",Lewis township, Lycoming County, Pennsylvania,12,899,41,108,93,94,68,166,146,119,64,48.8,459,440,899,889,7,0,7,885,859,40,25,15,770,218,370,125,57,657,95,283,186,69,24,25729,882,154,116,612
0600000US4208143352,4208143352,"Limestone township, Lycoming County, Pennsylvania",Limestone township, Lycoming County, Pennsylvania,12,1892,102,313,165,191,194,332,289,211,95,43.9,1002,890,1873,1873,0,0,6,1867,1886,6,6,0,1565,349,1029,134,53,1312,80,635,339,173,85,34375,1882,124,84,1674
0600000US4208145224,4208145224,"Loyalsock township, Lycoming County, Pennsylvania",Loyalsock township, Lycoming County, Pennsylvania,12,11057,617,1213,723,1399,850,1377,1748,1271,1859,51.4,5192,5865,10942,10217,323,230,254,10029,10762,295,155,140,9479,2159,5132,1042,1146,8504,808,2874,2073,1486,1263,25844,10258,1500,775,7983
0600000US4208145584,4208145584,"Lycoming township, Lycoming County, Pennsylvania",Lycoming township, Lycoming County, Pennsylvania,12,1311,49,163,71,93,192,184,308,176,75,50.3,677,634,1292,1270,17,0,0,1270,1291,20,20,0,1150,263,713,109,65,1028,105,453,340,81,49,24973,1308,115,107,1086
0600000US4208146184,4208146184,"McHenry township, Lycoming County, Pennsylvania",McHenry township, Lycoming County, Pennsylvania,12,118,2,9,4,8,3,17,32,21,22,59.5,60,58,116,115,0,0,0,115,118,0,0,0,109,11,68,10,20,103,10,55,25,6,7,36250,118,2,8,108
0600000US4208146208,4208146208,"McIntyre township, Lycoming County, Pennsylvania",McIntyre township, Lycoming County, Pennsylvania,12,489,7,80,33,32,66,98,85,54,34,46.9,230,259,472,467,0,0,2,465,489,0,0,0,441,96,274,47,24,369,55,153,105,42,14,22273,489,46,17,426
