"State","Congressional.District.Number","CD_Name","Under35","Over65","MedianAge","Male","WhiteNoHispanic","Black","Hispanic","ForeignBorn","NeverMarried","Married","LessThanHS","HSGrad","SomeCollORAssoc","Bachelors","GradProf","BachGrad","MedianIncome","Poverty","MedianEarnings_HS","MedianEarnings_Bach","MedianEarnings_HSBach_Diff","Urbanicity","LFPR","Religiosity","Evangelical","RomanCatholic","AvgGOPPres","Veteran","cluster"
"NY",7,"NY07",39.4548462945223,13.0147174083428,33.5,49.5859646074401,30.4792876500194,11.6446696934502,43.4022454510259,37.1875729652536,45.422756194126,40.3224083482998,29.2207492633534,23.1821527932395,16.1117496384464,19.4795634478871,12.0057848570735,31.4853483049607,24441,26.1512694637599,26164,55736,29572,100,74.5,50.194,4.864,25.17,10.35,1.57662758488528,"2"
"NY",8,"NY08",34.0143178745245,17.0792762048778,36.3,45.7405853245873,23.5633964784707,56.4637345838412,17.9091178273115,33.6532767568801,47.7599642465364,33.973428675903,17.7895659592453,28.5550759404999,23.5300102923739,18.7495352777963,11.3758125300846,30.1253478078809,26773,22.903504318291,30549,51365,20816,99.99257427,73.7,51.437,5.151,25.262,11.8,2.64825184713224,"7"
"NY",9,"NY09",33.5404377847977,16.7378952223869,36.2,45.7930629202427,31.9179325178115,51.8174205762423,11.8176446206927,40.8637183622151,44.9216970125862,38.0601087879936,15.3110341658215,26.7591990998986,22.1083449543611,20.856443331643,14.9649784482759,35.8214217799189,28884,19.3184930328574,27817,51407,23590,100,74.9,51.577,5.245,24.905,14.1,2.05950256651351,"7"
"NY",10,"NY10",35.8542160586671,16.8169882988758,36.3,48.7985335592525,65.0297190009871,4.13523743244875,12.7796675164573,32.0589793150879,43.1914799069781,43.7464511956076,12.0140586388195,15.1269883437142,13.0457135103213,30.5192484476442,29.2939910595008,59.8132395071449,46365,16.689648897848,25866,75854,49988,100,77.9,47.163,4.62,22.266,21.9,2.16967117541277,"4"
"NY",11,"NY11",29.0257367508123,19.2163630440334,39.6,48.2977690215883,63.0653765393565,7.71636115997957,16.7193973100278,29.968227981575,33.1867840181168,51.3163398846533,13.764457653831,29.0266382704404,23.78322368356,20.2465488500122,13.1791315421563,33.4256803921685,32549,14.1692867201783,32889,57985,25096,100,72.1,60.636,3.945,44.081,50.45,4.01738906716148,"6"
"NY",12,"NY12",40.8274365462054,16.6174813041058,36.4,46.9428786144415,67.521256889073,5.15918217067642,14.118716417567,27.0311909618573,49.7143916572945,36.8013397850583,6.53266331658291,9.62289046888474,12.7217756598291,38.964983428514,32.1576871261892,71.1226705547032,60345,11.5531505849424,30289,76077,45788,100,81.9,45.577,4.211,22.409,17.5,2.5052595791401,"4"
"NY",13,"NY13",38.3043447435544,14.2124606143745,34.6,47.5431431785185,14.504879495185,31.9561020677395,57.7537078135011,37.1162541686062,52.0980248303429,27.7047111875684,26.5225301751103,22.6482162774369,20.8443100139851,17.8775930315535,12.1073505019141,29.9849435334676,20960,28.9513556885427,23595,42399,18804,100,73,42.305,4.207,21.709,5,2.0786091591396,"7"
"NY",14,"NY14",34.6034184818206,15.8414858480706,36.5,50.4031523770301,23.6241467114139,11.4064856439301,50.5329032127463,46.4951798216492,42.6304786270049,40.6830439396657,24.7158483785944,28.8926397606478,21.0210857916274,16.6687773565193,8.70164871261111,25.3704260691304,26043,17.2806040742293,27811,48151,20340,99.9928075,75.3,45.433,3.963,28.753,19.05,2.23212729921309,"2"
"NY",15,"NY15",39.094420079112,12.5745064851268,31,46.6431459960334,2.5249355991212,33.5243951230811,68.3267002182962,36.2427832763416,53.082906369563,27.4396552026456,35.9988518554513,27.1881985205208,23.9182466838286,9.4468791035432,3.4478238366561,12.8947029401993,15987,39.2864187279566,22482,36074,13592,100,66,37.398,4.298,25.492,3.95,2.09395385556526,"7"
"NY",16,"NY16",28.1130969564951,20.597503258711,39.9,46.8339025742466,38.6212614009498,33.7780770716235,25.2022709234929,30.283297171135,38.9508958283417,42.424726459548,14.5612658950423,23.223377862405,23.151724179226,20.5232914388818,18.5403406244449,39.0636320633267,33339,13.4627533193571,30849,60019,29170,100,76.6,55.173,3.469,39.006,24,3.91037698707798,"4"
"NY",17,"NY17",27.3146615025772,19.9876896938981,39.4,49.1133280193276,62.2105035015425,11.0229626877435,22.2601274516427,23.6313011370329,33.0192639423526,52.0615902312183,12.479078619322,20.3561705013142,21.8203086428605,23.6650776318943,21.679364604609,45.3444422365033,36900,10.7200004495525,31832,66106,34274,98.28800831,79.5,66.223,4.123,41.206,40.1,4.35147377593421,"6"
"NY",18,"NY18",27.6998365114679,18.3167235296045,39.8,49.6218184364387,72.0013653002576,9.74526447630466,16.4886039370978,11.8455344326576,32.9270934334578,51.2623866207304,9.51362963710355,26.958051659772,28.4998991020079,19.7024350048767,15.3259845962399,35.0284196011166,33766,10.0208311920682,33514,60822,27308,81.24930512,76.4,53.613,3.531,37.629,48.05,6.92785343887965,"6"
"NY",19,"NY19",25.8098839885266,22.2320614481046,44.4,50.1049979599581,87.5240235075419,4.57167531488543,7.1541383373464,6.47292450703743,32.1244276595034,48.4390561812774,10.6968030216505,31.8505605482252,29.7582479236172,15.1465239998798,12.5478645066274,27.6943885065072,28242,12.567184803448,31161,46957,15796,30.09701201,73.8,42.622,3.078,25.89,48.35,8.17155985472782,"5"
"NY",20,"NY20",31.3639110988309,19.4840002072288,39.5,48.5520602162402,80.033839242001,9.46260403766956,6.1686778216168,8.47518782747039,38.3838984633025,43.6603173187016,8.03734817381109,26.3328237686481,28.9601012887033,20.0008549287661,16.6688718400713,36.6697267688374,31516,12.0791518408249,30654,52735,22081,89.13540281,77.6,43.75,4.607,27.394,39.65,7.19280995970143,"1"
"NY",21,"NY21",29.4186134849446,20.1560399216267,40.7,51.1849352124295,92.2291766555655,3.1734101632636,3.29536471899338,3.39426693919871,31.2988934496063,49.1988939557279,11.0941225462978,35.5047849234086,30.6649492112225,12.6071708527942,10.1289724662769,22.7361433190711,26370,14.0465783475655,29434,45891,16457,35.02769747,71.5,36.941,4.138,23.458,50,10.1616753080989,"5"
